run_name,final_value,initial_cash,total_return_analyzer,annual_return_analyzer,sharpe_analyzer,max_drawdown_pct,total_orders,closed_trades,stock_feeds,selected_score
base,3078262.442007119,1000000.0,1.1243652955919157,0.04265039475869232,0.30287524604641614,23.83537660099015,178,84,72,composite_all4
