date,ticker,status,is_buy,size,price,value,commission
2024-06-24,ANSGR,Completed,False,-3717.0,23.991183244801785,100586.27789635661,0.0
2024-07-02,ISCTR,Completed,False,-6412.0,14.459497818806424,99986.00835623602,0.0
2024-07-02,YKBNK,Completed,False,-3041.0,32.58000183105469,99988.08324813843,0.0
2024-07-02,ANHYT,Completed,True,937.0,106.64386003467536,99925.2968524908,0.0
2024-07-02,ANSGR,Completed,True,4353.0,23.036086580026552,100276.08488285558,0.0
2024-07-02,CLEBI,Completed,True,44.0,2261.349048051678,99499.35811427383,0.0
2024-07-02,AEFES,Completed,True,4200.0,23.90722340695729,100410.33830922062,0.0
2024-07-02,ULKER,Completed,True,650.0,154.09344548192516,100160.73956325135,0.0
2024-07-08,AKENR,Completed,False,-6596.0,13.40999984741211,100127.28201293944,0.0
2024-07-23,TTRAK,Completed,False,-119.0,746.933799304752,99516.80458221953,0.0
2024-07-29,CLEBI,Completed,False,-44.0,2005.347218879591,99499.35811427383,0.0
2024-07-31,ANHYT,Completed,False,-937.0,93.42354151520554,99925.2968524908,0.0
2024-08-02,CCOLA,Completed,False,-129.0,74.435516348161,99410.8163568038,0.0
2024-08-02,ANHYT,Completed,True,953.0,104.88115244752734,99951.73828249356,0.0
2024-08-02,BIMAS,Completed,True,340.0,293.8400013203524,99905.60044891982,0.0
2024-08-02,BANVT,Completed,True,308.0,322.0,99176.0,0.0
2024-08-02,CLEBI,Completed,True,49.0,2015.776830264889,98773.06468297956,0.0
2024-08-06,ANSGR,Completed,False,-4353.0,21.023554566625624,100276.08488285558,0.0
2024-08-07,ANHYT,Completed,False,-953.0,93.86422076557956,99951.73828249356,0.0
2024-08-09,BIMAS,Completed,False,-340.0,264.3120126107607,99905.60044891982,0.0
2024-08-21,BANVT,Completed,False,-308.0,410.0,99176.0,0.0
2024-08-23,CLEBI,Completed,False,-49.0,1794.8568436964897,98773.06468297956,0.0
2024-08-26,ULKER,Completed,False,-650.0,136.78684997558594,100160.73956325135,0.0
2024-09-03,ANHYT,Completed,True,1099.0,93.33540808658032,102575.61348715177,0.0
2024-09-03,BANVT,Completed,True,281.0,355.25,99825.25,0.0
2024-09-03,ANSGR,Completed,True,5587.0,17.964963682260247,100370.252092788,0.0
2024-09-03,AKENR,Completed,True,7886.0,12.699999809265137,100152.19849586487,0.0
2024-09-03,CLEBI,Completed,True,54.0,1839.4200747237248,99328.68403508114,0.0
2024-09-03,YKBNK,Completed,True,3024.0,33.02000045776367,99852.48138427734,0.0
2024-09-03,ULKER,Completed,True,706.0,142.15467231860433,100361.19865693465,0.0
2024-09-05,AEFES,Completed,False,-4200.0,21.045437539930013,100410.33830922062,0.0
2024-09-11,YKBNK,Completed,False,-3024.0,29.559999465942383,99852.48138427734,0.0
2024-10-02,ULKER,Completed,False,-706.0,121.70142890958988,100361.19865693465,0.0
2024-10-02,ULKER,Completed,False,-706.0,121.70142890958988,-85921.20881017046,0.0
2024-10-02,YKBNK,Completed,True,3431.0,29.100000381469727,99842.10130882263,0.0
2024-10-02,AEFES,Completed,True,5271.0,18.970398754591315,99992.97183545082,0.0
2024-10-02,TTKOM,Completed,True,2042.0,48.81999969482422,99690.43937683105,0.0
2024-10-03,CLEBI,Completed,False,-54.0,1619.44821396315,99328.68403508114,0.0
2024-10-04,AKBNK,Completed,False,-1814.0,49.42783314837938,100665.67509929308,0.0
2024-10-08,TTKOM,Completed,False,-2042.0,43.7599983215332,99690.43937683105,0.0
2024-10-11,YKBNK,Completed,False,-3431.0,25.959999084472656,99842.10130882263,0.0
2024-10-14,AKENR,Completed,False,-7886.0,11.350000381469728,100152.19849586487,0.0
2024-10-14,BANVT,Completed,False,-281.0,318.75,99825.25,0.0
2024-10-22,ANHYT,Completed,False,-1099.0,82.05406835633738,102575.61348715177,0.0
2024-11-04,AEFES,Completed,False,-5271.0,18.78354535216797,99992.97183545082,0.0
2024-11-04,ANSGR,Completed,False,-5587.0,18.999655784476683,100370.252092788,0.0
2024-11-04,DOCO,Completed,True,55.0,5298.878704492468,-125746.5994839132,0.0
2024-11-04,GARAN,Completed,False,-993.0,97.50854349006384,99955.33831137107,0.0
2024-11-04,ULKER,Completed,True,706.0,113.0018589189542,-85921.20881017046,0.0
2025-02-04,ANHYT,Completed,True,1140.0,87.65066641122829,99921.75970880025,0.0
2025-02-04,AKENR,Completed,True,7235.0,13.859999656677246,100277.09751605988,0.0
2025-02-04,GARAN,Completed,True,865.0,116.0462875366211,100380.03871917725,0.0
2025-02-04,ANSGR,Completed,True,4079.0,24.377772721093528,99436.9349293405,0.0
2025-02-04,BANVT,Completed,True,348.0,289.25,100659.0,0.0
2025-02-04,CLEBI,Completed,True,54.0,1817.6124823957216,98151.07404936897,0.0
2025-02-04,AKBNK,Completed,True,1653.0,60.89622569944828,100661.46108118801,0.0
2025-02-04,TSKB,Completed,True,7718.0,12.99414209352,100288.78867778736,0.0
2025-02-04,VAKBN,Completed,True,3796.0,26.440000534057617,100366.24202728271,0.0
2025-02-04,TRGYO,Completed,True,1938.0,51.71273976388712,100219.28966241324,0.0
2025-02-19,TSKB,Completed,False,-7718.0,11.734797911515551,100288.78867778736,0.0
2025-02-24,TRGYO,Completed,False,-1938.0,46.420368771436735,100219.28966241324,0.0
2025-02-26,AKENR,Completed,False,-7235.0,12.100000381469728,100277.09751605988,0.0
2025-03-04,AKBNK,Completed,False,-1653.0,69.1894872972963,100661.46108118801,0.0
2025-03-04,ANHYT,Completed,False,-1140.0,89.36931285076761,99921.75970880025,0.0
2025-03-04,ANSGR,Completed,False,-4079.0,23.741039507995016,99436.9349293405,0.0
2025-03-04,BANVT,Completed,False,-348.0,267.5,100659.0,0.0
2025-03-04,CLEBI,Completed,False,-54.0,1962.6802266192492,98151.07404936897,0.0
2025-03-04,GARAN,Completed,False,-865.0,127.16894157895148,100380.03871917725,0.0
