run_name,final_value,initial_cash,total_return_analyzer,annual_return_analyzer,sharpe_analyzer,max_drawdown_pct,total_orders,closed_trades,stock_feeds,selected_score,simple_total_return,role
base,3078262.442007119,1000000.0,1.1243652955919157,0.0426503947586923,0.3028752460464161,23.83537660099015,178,84,72,composite_all4,2.078262442007119,base
improved_regime_stop,1921929.2486648927,1000000.0,0.6533294985619593,0.0245656077821787,0.3737803413349416,18.02964327045689,382,188,72,composite_all4,0.9219292486648927,risk_control_experiment
