simulation,sharpe,actual_sharpe,p_value
392,1.8917552988784414,1.2826121936672956,0.9045
393,1.7050444096374147,1.2826121936672956,0.9045
394,1.5533463373424286,1.2826121936672956,0.9045
395,1.2427515730923524,1.2826121936672956,0.9045
396,1.3826202283277123,1.2826121936672956,0.9045
397,1.3434226858711527,1.2826121936672956,0.9045
398,1.930062458522211,1.2826121936672956,0.9045
399,1.6101154428163962,1.2826121936672956,0.9045
400,1.2393660364839463,1.2826121936672956,0.9045
401,1.3248377612367768,1.2826121936672956,0.9045
402,1.4645322807836967,1.2826121936672956,0.9045
403,1.5535769470138268,1.2826121936672956,0.9045
404,1.6703803088020348,1.2826121936672956,0.9045
405,1.2012959509481815,1.2826121936672956,0.9045
406,1.5728003389596712,1.2826121936672956,0.9045
407,1.4461147743026301,1.2826121936672956,0.9045
408,1.3992856476321676,1.2826121936672956,0.9045
409,1.6853968498219192,1.2826121936672956,0.9045
410,1.6443158319316629,1.2826121936672956,0.9045
411,1.650918906169733,1.2826121936672956,0.9045
412,1.3085983462542177,1.2826121936672956,0.9045
413,1.249322414130183,1.2826121936672956,0.9045
414,1.3583153124176481,1.2826121936672956,0.9045
415,1.784029502762597,1.2826121936672956,0.9045
416,1.437476466175965,1.2826121936672956,0.9045
417,1.773867553776352,1.2826121936672956,0.9045
418,1.8020711630725388,1.2826121936672956,0.9045
419,1.7472988672471643,1.2826121936672956,0.9045
420,1.710820295964364,1.2826121936672956,0.9045
421,1.5314467416071313,1.2826121936672956,0.9045
422,1.699374089015518,1.2826121936672956,0.9045
423,1.4662277169308464,1.2826121936672956,0.9045
424,1.620246741679194,1.2826121936672956,0.9045
425,1.5495653051297813,1.2826121936672956,0.9045
426,1.4534166436318854,1.2826121936672956,0.9045
427,1.6588937059532258,1.2826121936672956,0.9045
428,1.4387901785099153,1.2826121936672956,0.9045
429,1.1128498277310233,1.2826121936672956,0.9045
430,1.745971503370423,1.2826121936672956,0.9045
431,1.5286733489836366,1.2826121936672956,0.9045
432,1.8795295761033242,1.2826121936672956,0.9045
433,1.722468350745948,1.2826121936672956,0.9045
434,1.40505079719721,1.2826121936672956,0.9045
435,1.7397778911585149,1.2826121936672956,0.9045
436,1.6690602434334387,1.2826121936672956,0.9045
437,1.7700315896216856,1.2826121936672956,0.9045
438,1.3108017619274046,1.2826121936672956,0.9045
439,1.4128122785650288,1.2826121936672956,0.9045
440,1.2832519065036798,1.2826121936672956,0.9045
441,1.5626568205341806,1.2826121936672956,0.9045
442,0.9977507118335867,1.2826121936672956,0.9045
443,1.7031472193228476,1.2826121936672956,0.9045
444,1.4296560597414871,1.2826121936672956,0.9045
445,1.6596484578184039,1.2826121936672956,0.9045
446,1.4715373209494969,1.2826121936672956,0.9045
447,1.5955922496964685,1.2826121936672956,0.9045
448,1.8130465685135682,1.2826121936672956,0.9045
449,1.6964425827158003,1.2826121936672956,0.9045
450,1.5748461575028299,1.2826121936672956,0.9045
451,1.6824304895815985,1.2826121936672956,0.9045
452,1.6238732855618163,1.2826121936672956,0.9045
453,1.659068709205662,1.2826121936672956,0.9045
454,1.6405420734936644,1.2826121936672956,0.9045
455,1.4409878175569533,1.2826121936672956,0.9045
456,1.5172028985678052,1.2826121936672956,0.9045
457,1.6673183697127205,1.2826121936672956,0.9045
458,1.8131234495067887,1.2826121936672956,0.9045
459,1.442395919202212,1.2826121936672956,0.9045
460,1.549891994625953,1.2826121936672956,0.9045
461,1.719562266922313,1.2826121936672956,0.9045
462,1.3153432256901254,1.2826121936672956,0.9045
463,1.6095727118885323,1.2826121936672956,0.9045
464,1.8424011654067562,1.2826121936672956,0.9045
465,1.5102170676753883,1.2826121936672956,0.9045
466,1.5215260761967406,1.2826121936672956,0.9045
467,1.5732891460045353,1.2826121936672956,0.9045
468,1.1620991928329019,1.2826121936672956,0.9045
469,1.7943396927983557,1.2826121936672956,0.9045
470,1.8343516895868064,1.2826121936672956,0.9045
