name,observations,avg_return,ann_return,ann_vol,sharpe,max_drawdown,t_stat,p_value,skew,excess_kurtosis,positive_pct,factor,method,common_start_date,original_start_date
roe_portfolio_sort_common_start,38,-0.0034218523992606102,-0.04106222879112732,0.26810423617142537,-0.15315770230826267,-0.5256699993204872,-0.27254612874110623,0.7867174507920786,-0.2699341709230703,0.4550652659756915,0.5,roe,portfolio_sort,2023-04-30,2023-04-30
pe_portfolio_sort_common_start,38,0.011016073410366405,0.13219288092439685,0.21348129828410023,0.6192246439708035,-0.1745157498534029,1.101918329877083,0.27761368707147777,0.8779814038781948,0.7924371609287153,0.5263157894736842,pe,portfolio_sort,2023-04-30,2023-04-30
momentum_portfolio_sort_common_start,38,0.009351290901483173,0.11221549081779808,0.23564293793740496,0.4762098614116178,-0.2796815271938239,0.8474216591134713,0.4022086294826427,-0.17062391408402283,-0.31446784217242385,0.5526315789473685,momentum,portfolio_sort,2023-04-30,2001-06-30
trend_portfolio_sort_common_start,38,0.0023033605775806647,0.027640326930967976,0.2471086275849122,0.11185496516696943,-0.4274578403243332,0.1990473693276615,0.8433154885360042,-0.34719541658883896,-0.6687151396835347,0.5789473684210527,trend,portfolio_sort,2023-04-30,2004-04-30
roe_cross_sectional_regression_common_start,38,0.002340180459168498,0.028082165510021975,0.07262965468584284,0.3866487543069073,-0.13891945785897897,0.688046500964213,0.4957147730691285,0.20597670688453174,0.7705143836441737,0.5789473684210527,roe,cross_sectional_regression,2023-04-30,2023-04-30
pe_cross_sectional_regression_common_start,38,0.000297525474081058,0.003570305688972696,0.05426312966809401,0.06579616234468663,-0.09145318301649819,0.11708512900626253,0.907425856987067,0.7528764675994878,0.44965563837316314,0.47368421052631576,pe,cross_sectional_regression,2023-04-30,2023-04-30
momentum_cross_sectional_regression_common_start,38,0.004601928152763655,0.05522313783316386,0.10344348944524151,0.5338483661883484,-0.12353941031976035,0.9499901300853438,0.3482816746659997,1.2129494143697894,4.181392913881417,0.5526315789473685,momentum,cross_sectional_regression,2023-04-30,2001-06-30
trend_cross_sectional_regression_common_start,38,0.00271041532905245,0.032524983948629405,0.10418488779397359,0.31218523758405153,-0.17071093667746184,0.5555377018023175,0.581870677998831,0.7185548833334505,1.7671971175631267,0.5263157894736842,trend,cross_sectional_regression,2023-04-30,2004-04-30
