factor,signal_date,date,n_stocks,raw_ic,rank_ic
momentum,2017-06-30,2017-07-31,73,-0.14697767730996142,-0.13544366284092316
momentum,2017-07-31,2017-08-31,73,0.5419780059207884,0.3209922251018142
momentum,2017-08-31,2017-09-30,73,-0.2054382889368254,0.04288535110452919
momentum,2017-09-30,2017-10-31,73,0.6023586000161424,0.4070745948735408
momentum,2017-10-31,2017-11-30,73,-0.039420199170929114,0.1540478834999383
momentum,2017-11-30,2017-12-31,73,0.11987145630384398,0.05010489941996792
momentum,2017-12-31,2018-01-31,73,-0.18187831037917637,-0.21455016660496115
momentum,2018-01-31,2018-02-28,73,0.3388438601796767,0.23523876372694494
momentum,2018-02-28,2018-03-31,73,-0.09533440459702161,0.01005800320868814
momentum,2018-03-31,2018-04-30,73,-0.036514861383581544,-0.057108478341355066
momentum,2018-04-30,2018-05-31,73,0.19015455330598277,0.09675428853511045
momentum,2018-05-31,2018-06-30,73,-0.2223607668843445,-0.12118968283351847
momentum,2018-06-30,2018-07-31,73,0.26388388773710536,0.34224963250088364
momentum,2018-07-31,2018-08-31,73,0.29511038503882486,0.2629581636430952
momentum,2018-08-31,2018-09-30,73,-0.22579288686862709,-0.2587930396149575
momentum,2018-09-30,2018-10-31,73,0.008689206493453252,0.04208317906948044
momentum,2018-10-31,2018-11-30,73,-0.32864448081829933,-0.34218807848944843
momentum,2018-11-30,2018-12-31,73,0.08383656329509312,0.07164068586451128
momentum,2018-12-31,2019-01-31,73,-0.35899789897890994,-0.3392570652844626
momentum,2019-01-31,2019-02-28,73,-0.0969429545129877,-0.06464154048142949
momentum,2019-02-28,2019-03-31,73,0.24810388417883658,0.199993829350692
momentum,2019-03-31,2019-04-30,73,0.3794710897625605,0.2645336953498362
momentum,2019-04-30,2019-05-31,73,0.21460340614783355,0.20874984573614716
momentum,2019-05-31,2019-06-30,73,-0.06794163342624938,-0.05448767396379543
momentum,2019-06-30,2019-07-31,73,-0.23598403036558896,-0.13527501600902223
momentum,2019-07-31,2019-08-31,73,0.15354724653830343,0.08777613229668024
momentum,2019-08-31,2019-09-30,73,-0.31256271491437737,-0.2538874490929286
momentum,2019-09-30,2019-10-31,73,0.11672383386286969,0.06081127986173632
momentum,2019-10-31,2019-11-30,73,-0.1849716530032164,-0.2090275206713563
momentum,2019-11-30,2019-12-31,73,0.2954042913227986,0.1984758731334074
momentum,2019-12-31,2020-01-31,73,0.06637234177058067,0.19094779711218068
momentum,2020-01-31,2020-02-29,73,0.1869075963444445,0.011600641737628042
momentum,2020-02-29,2020-03-31,73,0.021335652422115655,-0.09536591385906455
momentum,2020-03-31,2020-04-30,73,-0.1329487256705533,0.008052573121066274
momentum,2020-04-30,2020-05-31,73,0.5916123969818688,0.3437307170183883
momentum,2020-05-31,2020-06-30,73,0.004695957819360084,0.06047143033444404
momentum,2020-06-30,2020-07-31,73,0.39531816167021977,0.4564050351721585
momentum,2020-07-31,2020-08-31,73,0.465201480391403,-0.0626928298161175
momentum,2020-08-31,2020-09-30,73,-0.23889312662041748,0.3340429470566457
momentum,2020-09-30,2020-10-31,73,0.15381212291733842,0.31056638411376847
momentum,2020-10-31,2020-11-30,73,-0.18972929939805244,-0.3593730717018389
momentum,2020-11-30,2020-12-31,73,-0.09586720965248471,-0.23935579415031474
momentum,2020-12-31,2021-01-31,73,0.1518016314925505,0.35867452425205093
momentum,2021-01-31,2021-02-28,73,0.12318056235987072,0.08182154757497223
momentum,2021-02-28,2021-03-31,73,0.3079600739712784,0.4629766753054425
momentum,2021-03-31,2021-04-30,73,-0.29661287970525546,-0.27317043070467734
momentum,2021-04-30,2021-05-31,73,-0.21848787933753275,-0.2887819326175491
momentum,2021-05-31,2021-06-30,73,-0.3722627142206535,-0.40589904973466623
momentum,2021-06-30,2021-07-31,73,0.09474785243743812,0.15830556583981245
momentum,2021-07-31,2021-08-31,73,-0.19802988778852018,-0.155745987185208
momentum,2021-08-31,2021-09-30,73,0.045417176552007034,0.1456250771319265
momentum,2021-09-30,2021-10-31,73,0.050144400086250394,0.04140441811674689
momentum,2021-10-31,2021-11-30,73,0.14198514983060528,0.18826360607182527
momentum,2021-11-30,2021-12-31,73,0.14666549258765815,0.16408009634171242
momentum,2021-12-31,2022-01-31,73,-0.01731688257969625,0.058034061458719005
momentum,2022-01-31,2022-02-28,73,0.25216113311177074,0.3867086264346538
momentum,2022-02-28,2022-03-31,73,0.28029103272346056,0.1725595458472171
momentum,2022-03-31,2022-04-30,73,0.16326863804383815,0.14821670986054547
momentum,2022-04-30,2022-05-31,73,0.44906225614235984,0.3788103171664816
momentum,2022-05-31,2022-06-30,73,0.0013073186052964508,0.042761940022214
momentum,2022-06-30,2022-07-31,73,0.012427958305625207,-0.11668517832901396
momentum,2022-07-31,2022-08-31,73,-0.2316520115197599,-0.20557201036653092
momentum,2022-08-31,2022-09-30,73,-0.3228167094253539,-0.274743922004196
momentum,2022-09-30,2022-10-31,73,0.04069610579703326,0.07623719610020982
