date,ADEL,AEFES,AKBNK,AKCNS,AKENR,AKGRT,AKSA,AKSEN,ALARK,ALBRK,ALKIM,ANELE,ANHYT,ANSGR,ARCLK,ASELS,AYGAZ,BAGFS,BANVT,BIMAS,BIZIM,BRISA,BRSAN,CCOLA,CIMSA,CLEBI,DOAS,DOCO,DOHOL,ECILC,EKGYO,ENKAI,EREGL,FROTO,GARAN,GOZDE,GUBRF,HALKB,HURGZ,INDES,ISCTR,ISGYO,IZMDC,KCHOL,KORDS,KRDMD,MGROS,NTHOL,OTKAR,PETKM,PGSUS,SAHOL,SELEC,SISE,SKBNK,SNGYO,TAVHL,TCELL,THYAO,TKFEN,TKNSA,TMSN,TOASO,TRCAS,TRGYO,TSKB,TTKOM,TTRAK,TUPRS,ULKER,VAKBN,VESTL,XBANK,XU030,XU100,XUSIN,YKBNK
2000-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013589617448512059,-0.024410221414557398,-0.04601250068009921,-0.05946167389380885,
2000-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07320904833544106,-0.006720315662033571,-0.0016179517236429852,0.014109537296725705,
2000-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2821141989384919,0.1995691547359757,0.20638056338994737,0.23693624097524402,
2000-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1275774336120442,-0.15252295538655536,-0.15616719107436716,-0.16280887730746252,
2000-06-30,-0.10909096224304604,-0.06557347355718934,-0.8992097475076782,-0.0666667521174944,,-0.039218611786889346,-0.995435539353776,,-0.216215977277732,,,,-0.221311532010937,-0.9658757448439987,-0.25644035746431726,-0.9850990060668795,-0.9768096767727003,-0.16101784223840732,0.0,,,0.0,-0.29998858949448903,-0.17073178987023263,-0.07843442058212724,-0.34782609002167475,,,0.0535719447674059,-0.23076748842327932,,,-0.12281006435065178,-0.014925530006794197,-0.051282449732501845,,-0.14706188244604468,,-0.4511626843743176,,,-0.18431360389205786,-0.9561012046065352,-0.9253285375388483,-0.13636349274615112,-0.1480041694794375,-0.6891892039958301,-0.4375000424744456,-0.9095238425228849,-0.08620689236225632,,-0.07594946024465488,,-0.1447388153942203,-0.02438816150451628,,,,-0.09777225286692781,,,,0.08585854405153426,-0.16470569188245665,,-0.2662106725858886,,,-0.029850440934870104,,,0.04166647533458678,-0.14452838804536738,-0.10406195061972623,-0.10738350640289918,-0.07184056875921874,-0.9201268141523463
2000-07-31,0.14285763919293926,-0.9847444272281968,-0.03191497694030232,-0.0918372391776735,,0.0,-0.16483751635938437,,-0.03448292362964689,,,,-0.03157908423435918,-0.08791244018801192,-0.2456691694238703,0.01562305416747245,0.07070697688451144,0.010100807261335776,-0.313131322344782,,,0.26315756293023407,-0.09803997753224802,0.05882354250756916,-0.042550691040712296,0.15000008647818452,,,0.10169477634742519,0.019997898656344715,,,-0.0799992413060513,0.07575742986728362,-0.027025388858059607,,-0.03447979062434703,,0.1864401957353672,,,0.024038154957745084,-0.015996701567308258,-0.14772715205096698,0.06578954589077357,0.05633396966762039,-0.0869563438335127,-0.14285731545172875,-0.03508804944790689,0.01886689976124356,,-0.08219142688545145,,0.0,-0.11250084591825804,,,,-0.021947876719390025,,,,-0.04651134247744959,0.04225326040477162,,0.07906892787630238,,,0.0,,,-0.30666667118799174,-0.027627856719539934,-0.04904052773083167,-0.04119286283049972,-0.0375004498129099,-0.01470531031693878
2000-08-31,0.19642845280206966,-0.10256541409357689,-0.10988978136535577,-0.033707528990892244,-0.09523774965591947,0.04081949574380217,-0.1052562450214104,,-0.03571417951079847,,,,-0.09782578230351813,0.08433762441476311,-0.0981210958345834,-0.2153891766820898,0.11320786345397704,-0.11999944010526009,-0.08823518516745321,,,-0.06250011492263141,-0.13912964682870343,-0.12499988610894253,-0.02222522509933844,0.30434772800206655,,,-0.07692308936286785,0.07843247890893656,,,-0.054347174627269346,0.04225365514276169,-0.06944479459864317,,-0.07143210895302043,,0.014285486487148003,,,0.1737091912903861,0.08129990055457581,-0.026666754313422247,-0.4320989075237187,0.2444503576068644,-0.13333347582288924,-0.018518662081019488,0.018182554479248214,-0.03703682437967404,,-0.044776161570216355,,0.04615383348863156,-0.04225387911671041,,,-0.19763704579328778,-0.0666199022408479,,,,-0.12195135406451219,0.18918939249256872,,-0.07327514103470345,,,-0.09230815030185158,,,0.0,-0.05909846657677198,-0.06307141528791216,-0.05321484465330084,-0.030842558425584143,-0.1791049580986066
2000-09-30,-0.0746270932186961,0.07143148269355715,-0.18518617048988295,-0.15116275820301173,-0.17543845291698545,-0.1568636034583336,-0.26471630704451066,,-0.1574072707560218,,,,-0.16867509954037618,-0.13333353298049233,-0.263889101755,-0.20587743584110751,-0.23728836003327136,-0.1704561774529556,-0.01612934259270682,,,-0.355555132153775,-0.0909090373909891,-0.19047612563398508,-0.19999717426823693,-0.06666668107969742,,,-0.1666667834624832,-0.21818090008051916,,,-0.14942345115895805,-0.14864845627495982,-0.164179557106919,,-0.11538525201151917,,-0.12676052046808317,,,-0.08000044227315373,-0.17292617635525442,-0.2191780159122959,-0.21739113816484212,-0.23214265062003847,-0.12087895740056576,-0.28301882953773394,-0.2142860628674902,-0.1923076975197412,,-0.1874999207776048,,-0.0882350461387823,0.0,,,-0.14487680167588457,-0.17129979540724183,,,,-0.22222200975880868,-0.26136324501286534,,-0.2604667427911751,,,-0.10169494554269609,,,-0.07692298286814492,-0.1430394042966232,-0.1346901644337617,-0.1356827694244399,-0.11102021070582058,-0.14545421388243707
2000-10-31,0.0967742886856231,0.14666740442037884,0.3030316922810705,0.21917761136224745,0.17021242612896148,0.23255841832200175,0.18000037411899927,,0.36263694799799406,,,,0.13043489021242127,0.17948776060439142,0.32704416948156845,0.3086404356512764,0.311111496926443,0.17808465473563362,0.11475431677265435,,,0.22413708208718774,0.13333341967586576,0.33333303649516455,0.30681603881307495,0.3571430942960456,,,-0.0999999264186252,0.32558068052740885,,,0.12162024839831731,0.38095218189000724,0.17857217917916324,,0.06521202875179766,,0.3064521531414326,,,0.10869609572080585,0.1363523301699061,0.42105259760663416,0.1944439932801636,0.09302395636061433,0.1999996923259857,0.1210526798970788,0.2727278373723834,0.5000012583375348,,0.3076926027058533,,0.1935522291631091,-0.014705868369174091,,,-0.050964459388099015,0.6092477133051597,,,,0.3428567213992215,0.13846074064135894,,0.01258049514607018,,,0.16981155258483294,,,0.16666679912734894,0.19110701490706594,0.20651782855581446,0.19277910189604275,0.16492400904660753,0.19148911056607765
