factor,observations,mean_raw_ic,mean_rank_ic,raw_ic_positive_pct,rank_ic_positive_pct
momentum,112,0.025675689796985177,0.023606162797733837,0.5178571428571429,0.5803571428571429
pe,38,-0.002643895407896585,0.017503993366559514,0.5,0.6052631578947368
roe,38,0.001980107509645069,0.016663373239101654,0.47368421052631576,0.6052631578947368
trend,96,0.005539025116855703,0.006857493562447127,0.5208333333333334,0.5416666666666666
