run_name,final_value,initial_cash,total_return_analyzer,annual_return_analyzer,sharpe_analyzer,max_drawdown_pct,total_orders,closed_trades,stock_feeds,selected_score
base,2812164.4400000004,1000000.0,1.0339544501902858,0.10515247953748878,0.5355008642285596,24.18558989039824,170,80,72,composite_all4
